Entry,Protein,Gene,Urine,Plasma,Serum
A0A5F5XKD6,Suprabasin,SBSN,24.1,18.5,16.8
A0A337RY68,Scavenger receptor class B member 2,SCARB2,19.1,16.8,16.9
M3WQ85,Carboxypeptidase (EC 3.4.16.-),SCPEP1,22.3,19.1,19.4
A0A5F5XHE0,Secernin-2,SCRN2,22.7,27.1,26.7
M3WBA3,Secernin-2,SCRN2,18,21.7,21.2
A0A2I2UX36,"Signal peptide, CUB domain and EGF like domain containing 1",SCUBE1,21.9,22.1,16.2
A0A337SWS1,"Signal peptide, CUB domain and EGF like domain containing 2",SCUBE2,24.1,20.7,19.5
A0A5F5XNW4,Syndecan 1,SDC1,20.2,15.4,16.4
A0A337S649,Syndecan,SDC2,22.5,14.4,14.4
M3X6M9,Syndecan 4,SDC4,26.9,19.5,20
A0A337S0T3,Syndecan binding protein,SDCBP,24.4,25.9,27.1
A0A5F5XYV1,Syndecan binding protein,SDCBP,19.7,10.5,10.6
M3W808,45 kDa calcium-binding protein (Stromal cell-derived factor 4),SDF4,23.8,20.2,20.5
A0A2I2UXY4,Methanethiol oxidase (MTO) (EC 1.8.3.4) (Selenium-binding protein 1),SELENBP1,23.5,21.5,21.9
M3VXE7,Methanethiol oxidase (MTO) (EC 1.8.3.4) (Selenium-binding protein 1),SELENBP1,21.9,19.9,19.9
A0A337S3N8,Selenoprotein F,SELENOF,19.8,20.3,21
A0A2I2U2J6,L-selectin,SELL,21.2,21.3,21.1
M3XD95,Semaphorin 4B,SEMA4B,21.1,18.9,18.5
M3W1S6,Semaphorin 4D,SEMA4D,17.5,13.5,13.6
A0A337SKV9,Semaphorin 4D,SEMA4D,21.5,19.4,19.6
A0A337S4F4,Semaphorin 5A,SEMA5A,18,15.9,14.5
A0A337RVW7,Semaphorin 5A,SEMA5A,19.4,17.9,18.9
A0A337S8G3,Septin,SEPTIN2,19.3,20.3,20.3
A0A5F5XW04,Serpin family A member 1,SERPINA1,28.5,30.1,30.2
M3WCX1,Serpin family A member 1,SERPINA1,28.4,29.9,30
M3WCX2,Serpin family A member 11,SERPINA11,15.2,14.5,14.3
M3WCX6,Serpin family A member 3,SERPINA3,22,23.5,23.6
M3WCX4,Serpin family A member 4,SERPINA4,21.8,24.6,24.4
A0A5F5Y5G3,Serpin family A member 5,SERPINA5,19.6,18.7,19
M3WCX0,Corticosteroid-binding globulin (Serpin A6) (Transcortin),SERPINA6,26.7,24.6,24.5
M3W9H4,Serpin B10,SERPINB10,20.9,19.4,20.6
A0A2I2UQ88,Serpin family B member 11,SERPINB11,16.1,15.5,10.2
A0A2I2UMR7,Serpin family B member 12,SERPINB12,24.3,20.7,22
M3WLL8,Antithrombin-III (Serpin C1),SERPINC1,28.2,31.3,31.3
M3W543,Serpin family D member 1,SERPIND1,24.5,28.2,28.3
M3W4Q4,Plasminogen activator inhibitor 1 (Endothelial plasminogen activator inhibitor) (Serpin E1),SERPINE1,14,16,16.5
M3W5N1,Serpin family F member 1,SERPINF1,25.2,28.7,28.8
M3W5N0,Serpin family F member 2,SERPINF2,23.3,25.2,25.2
A0A2I2U9A5,Serpin family F member 2,SERPINF2,26.1,28.5,28.4
A0A5F5XDM5,Serpin family G member 1,SERPING1,24.5,28.3,28.9
A0A5F5Y090,Serpin family G member 1,SERPING1,20.6,24.8,25.3
A0A5F5XLC7,Serpin family I member 1,SERPINI1,26.3,23.4,24
A0A5F5Y312,Stratifin,SFN,22.3,18.9,19.1
A0A2I2UR94,Secreted frizzled-related protein 1,SFRP1,18.6,13.5,14
M3X0E0,Secreted frizzled related protein 4,SFRP4,22.4,14.4,14.8
M3WNK3,Pulmonary surfactant-associated protein B (Pulmonary surfactant-associated proteolipid SPL(Phe)),SFTPB,20.2,13.5,13.2
A0A337SBP5,Sarcoglycan alpha,SGCA,22,16.3,16.2
M3VVP5,N-sulfoglucosamine sulfohydrolase,SGSH,24.3,22.3,22.2
A0A337RXI4,SH2B adaptor protein 1,SH2B1,20.6,16.3,18.5
M3WHM8,SH3 domain-binding glutamic acid-rich-like protein 3,SH3BGRL3,28.9,18.5,18.4
A0A5F5XDP8,Sex hormone-binding globulin,SHBG,23.5,26.6,26.4
A0A337SFV1,Sex hormone-binding globulin,SHBG,21.7,24.6,24.7
A0A5F5Y6V8,Sex hormone-binding globulin,SHBG,16.4,21.4,21.2
A0A337S703,Shisa family member 2,SHISA2,22,13.8,15.1
A0A337SBU4,Shisa family member 3,SHISA3,19,12.3,13.5
M3VUS4,Shisa family member 4,SHISA4,18,10.8,10.5
A0A2I2UZT1,Protein shisa-5 (Scotin),SHISA5,27.8,19.7,18.6
A0A337S6F7,Shisa family member 6,SHISA6,20.3,12.6,10.9
A0A5F5Y5C4,Shisa family member 7,SHISA7,18,11,10.4
A0A2I2UL92,Shroom family member 1,SHROOM1,23,23.6,24
M3W6U8,Sialic acid acetylesterase,SIAE,23.6,18,18.4
M3VYU4,Sialic acid acetylesterase,SIAE,22.6,20.5,21.2
A0A2I2UGY0,Solute carrier family 12 member 1,SLC12A1,24.3,24,23.6
A0A5F5XD74,Solute carrier family 12 member 3,SLC12A3,21.2,21.5,20.8
M3WNL1,Solute carrier family 12 member 4,SLC12A4,23.9,25.5,25.6
A0A2I2USM1,Monocarboxylate transporter 1 (Solute carrier family 16 member 1),SLC16A1,22.2,20.7,24.7
A0A337SUE7,Solute carrier family 22 member 1 (Organic cation transporter 1),SLC22A1,20.6,21.9,22.4
A0A337SCZ5,Solute carrier family 22 member 11,SLC22A11,19.2,14.9,13.9
A0A337RV27,Solute carrier family 22 member 12,SLC22A12,22.4,24.1,23.6
M3WGV2,Solute carrier family 22 member 13,SLC22A13,21.6,19.6,21
M3VX59,Solute carrier family 23 member 1,SLC23A1,21.5,22.1,21.5
A0A2I2UUV9,"Solute carrier family 25 member 3 (Phosphate carrier protein, mitochondrial) (Phosphate transport protein)",SLC25A3,22,18.6,18.2
A0A2I2URL1,"ADP/ATP translocase (ADP,ATP carrier protein)",SLC25A4,17.7,19.4,16.3
A0A5F5XZL1,Solute carrier family 28 member 1,SLC28A1,20.6,14.7,14.3
A0A2I2UA74,"Solute carrier family 2, facilitated glucose transporter member 5 (Fructose transporter) (Glucose transporter type 5, small intestine)",SLC2A5,19.4,19.2,17.6
M3VWU4,Sodium-dependent phosphate transport protein 2A (Na(+)-dependent phosphate cotransporter 2A) (Sodium/phosphate cotransporter 2A) (Solute carrier family 34 member 1),SLC34A1,19.9,20.3,20.4
M3VV37,Solute carrier family 3 member 1,SLC3A1,24.6,26.4,26.4
M3WLC0,Solute carrier family 3 member 2,SLC3A2,22.8,18,18.3
A0A2I2U4M0,Choline transporter-like protein,SLC44A2,19.9,23.6,24.4
A0A2I2UF62,Anion exchange protein,SLC4A4,16.6,13.4,11.2
A0A337SG91,Anion exchange protein,SLC4A4,21.2,19,19.8
A0A5F5XQN8,Sodium/glucose cotransporter 1 (High affinity sodium-glucose cotransporter) (Solute carrier family 5 member 1),SLC5A1,21.3,17.5,18.4
A0A337SAB7,Sodium/mannose cotransporter SLC5A10 (Sodium/glucose cotransporter 5) (Solute carrier family 5 member 10),SLC5A10,18.6,15,15.1
M3WJJ1,Solute carrier family 5 member 12,SLC5A12,19.5,19.9,19.8
A0A5F5XDQ5,Solute carrier family 5 member 2,SLC5A2,21.1,19,18.7
M3WYV4,Sodium-coupled monocarboxylate transporter 1 (Electrogenic sodium monocarboxylate cotransporter) (Solute carrier family 5 member 8),SLC5A8,20.1,20.4,21.5
A0A5F5XEN6,Solute carrier family 5 member 9,SLC5A9,18.2,18.1,17.7
A0A2I2UPJ1,Transporter,SLC6A1,19.3,14.9,14.2
A0A5F5XC30,Transporter,SLC6A18,19.6,18,18.1
M3WBM7,Transporter,SLC6A19,22.2,17.7,17.4
M3W1G1,Transporter,SLC6A8,20.5,18.5,18.7
M3XF74,Solute carrier organic anion transporter family member,SLCO4C1,21.3,19.4,19.5
M3VYI8,SLIT and NTRK like family member 1,SLITRK1,17.3,18.7,18.8
A0A2I2U579,SLIT and NTRK like family member 6,SLITRK6,16.7,14.5,14.9
A0A2I2UV69,Secreted LY6/PLAUR domain containing 1,SLURP1,20.1,10.8,11.1
A0A2I2UAJ7,Structural maintenance of chromosomes protein,SMC4,20.8,11.3,10.3
A0A337S693,Small integral membrane protein 22,SMIM22,19.7,16,16.2
A0A5F5Y4Q7,SPARC related modular calcium binding 1,SMOC1,19.7,19.2,19.6
M3X374,Sphingomyelin phosphodiesterase (EC 3.1.4.12),SMPD1,22.6,22.2,22.2
A0A5F5XFM9,Sphingomyelin phosphodiesterase acid like 3A,SMPDL3A,20.8,22.1,21.9
A0A2I2U480,Alpha-synuclein,SNCA,17.9,17.9,19.4
M3W8Q2,Gamma-synuclein,SNCG,21.9,21.3,21.3
M3X4X1,Sorting nexin,SNX18,15.4,11.2,10.6
A0A2I2UPH5,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),SOD1,25.7,22.2,22.4
A0A2I2U3N0,Superoxide dismutase (EC 1.15.1.1),SOD2,19.5,15.8,16
A0A337SS20,Superoxide dismutase [Cu-Zn] (EC 1.15.1.1),SOD3,23.8,21.1,21.8
A0A2I2V1M2,Sorbitol dehydrogenase (SDH) (XDH) (EC 1.1.1.14) (EC 1.1.1.9) (L-iditol 2-dehydrogenase) (Polyol dehydrogenase) (Xylitol dehydrogenase),SORD,21.8,21.1,20.4
A0A5F5XL46,Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (Sorting protein-related receptor containing LDLR class A repeats),SORL1,21.8,21.4,21.3
M3WIG3,Sortilin-related receptor (Low-density lipoprotein receptor relative with 11 ligand-binding repeats) (Sorting protein-related receptor containing LDLR class A repeats),SORL1,17.5,16.5,15.9
A0A5F5XK14,Sortilin 1,SORT1,22.8,22.9,21.5
M3WM95,Sortilin 1,SORT1,19.3,10.2,10.5
A0A5F5XKY6,SPARC (Osteonectin) (Secreted protein acidic and rich in cysteine),SPARC,19.3,15.3,16
A0A5F5XR50,SPARC like 1,SPARCL1,18.6,17,17.1
A0A2I2U991,Cytospin-A,SPECC1L,18.7,22.5,22.6
A0A2I2U9I8,Serine protease inhibitor Kazal-type 1 (Pancreatic secretory trypsin inhibitor),SPINK1,23.4,19.7,19.4
A0A2I2UZ18,Kazal-like domain-containing protein,SPINK2,19,14.7,14.1
M3WLW6,Serine peptidase inhibitor Kazal type 5,SPINK5,22.9,21,19.6
M3X7Y2,"Serine peptidase inhibitor, Kunitz type 2",SPINT2,20.3,16,15.4
A0A5F5XHK0,"Serine peptidase inhibitor, Kunitz type 2",SPINT2,18.7,13.5,15.7
M3WYD3,Theg spermatid protein like,SPMAP2L THEGL,21.3,18.4,18.7
M3WMU1,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 1",SPOCK1,20.4,20.6,20.6
M3WI49,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 2",SPOCK2,18.8,14.6,15.4
A0A337RYL8,"SPARC (osteonectin), cwcv and kazal like domains proteoglycan 3",SPOCK3,18.5,16.4,15.8
A0A2I2UM84,Spondin 2,SPON2,16.7,15.5,15.4
A0A2I2UVQ2,Secreted phosphoprotein 1,SPP1,26.2,19.8,20
A0A5F5XTV6,Secreted phosphoprotein 24 (Secreted phosphoprotein 2),SPP2,23.8,22,22
A0A2I2UR05,Sepiapterin reductase (EC 1.1.1.153),SPR,20.1,19,19.4
A0A5F5XIW6,SREBP regulating gene protein,SPRING1,19,14.9,15.7
M3VVT0,SREBP regulating gene protein,SPRING1,16.7,12.5,14
A0A2I2U6D2,"Spectrin alpha, non-erythrocytic 1",SPTAN1,16.7,18.9,17.1
A0A337S5T6,Sarcalumenin,SRL,20.4,16.6,16.2
A0A5F5XQY8,Scavenger receptor cysteine rich family member with 5 domains,SSC5D,17.9,15.4,15.9
A0A2I2UHD5,"Type 2 lactosamine alpha-2,3-sialyltransferase (CMP-NeuAc:beta-galactoside alpha-2,3-sialyltransferase VI) (ST3Gal VI) (Sialyltransferase 10)",ST3GAL6,21.9,18.9,19
M3WJN7,"beta-galactoside alpha-(2,6)-sialyltransferase (EC 2.4.3.1)",ST6GAL1,20,18.1,19.4
M3WN53,Stabilin 1,STAB1,19.4,18.1,18.6
A0A5F5Y3A1,Stanniocalcin-1 (STC-1),STC1,20.6,18.5,18.6
M3XCB8,Stomatin,STOM,20.1,19.1,18.3
A0A337SUF8,Stomatin,STOM,18.4,15.7,16.4
A0A2I2UP70,Syntaxin 3,STX3,20.7,20,20.4
M3VWX8,Syntaxin-binding protein 2 (Protein unc-18 homolog 2) (Protein unc-18 homolog B),STXBP2,26.1,24.9,22.8
A0A337RXK1,Arylsulfatase (EC 3.1.6.1) (EC 3.1.6.14) (N-acetylglucosamine-6-sulfatase),SULF2,24.3,21.9,22.2
M3WBD8,Sushi domain containing 2,SUSD2,21.4,18.3,16.9
A0A5F5XF46,Sushi domain containing 5,SUSD5,21.3,19,17.7
M3VZE1,Sushi domain containing 5,SUSD5,23.1,19.3,19
M3WVG6,Synapse associated protein 1,SYAP1,21.4,21.9,22.8
A0A5F5Y1D6,MARVEL domain-containing protein,SYPL1,21.9,21.3,21.8
A0A5F5XQX5,Transgelin,TAGLN2,20.7,20.2,20.4
A0A2I2U8C8,TAR DNA-binding protein 43,TARDBP,17.3,18.5,19.1
A0A2I2UTP2,TBC1 domain family member 31,TBC1D31,23.4,15.7,16
A0A337SNU3,TBC1 domain family member 32,TBC1D32,18.6,18.2,18.7
A0A5F5XD47,TBC1 domain family member 8B,TBC1D8B,19.8,16.6,16.6
A0A5F5XJ51,Transcobalamin-2 (Transcobalamin II),TCN2,22.6,22.8,22.6
M3X0W1,Telomeric repeat-binding factor 2-interacting protein 1 (TERF2-interacting telomeric protein 1) (Repressor/activator protein 1 homolog),TERF2IP,23.6,23.8,23.5
A0A5F5XNI1,Transferrin,TF,31.9,33.1,33.3
M3X260,Transferrin,TF,25.5,26.9,27
A0A5F5XXX0,Transferrin,TF,27,28.3,28.3
M3WBQ5,Transferrin,TF,28.6,29.1,29.2
B4X8D7,Trefoil factor 1 (Trefoil factor family peptide 1),TFF1,26.5,19.3,18
B4X8D8,Trefoil factor 2,TFF2,26.2,19.7,19.5
M3WI50,Tissue factor pathway inhibitor,TFPI,19.1,12.3,12.1
A0A5F5XDK9,Tissue factor pathway inhibitor 2,TFPI2,25.8,18.5,18.5
Q9MYZ3,Transferrin receptor protein 1 (TR) (TfR) (TfR1) (Trfr) (CD antigen CD71),TFRC,20.2,20.7,21.2
M3WKJ1,Transforming growth factor-beta-induced protein ig-h3,TGFBI,23.7,23,23.5
A0A337SBT0,TGF-beta receptor type-1 (EC 2.7.11.30) (Transforming growth factor-beta receptor type I),TGFBR1,20.9,19.1,18.2
A0A5F5XGQ1,Serine/threonine-protein kinase receptor (EC 2.7.11.30),TGFBR2,22.1,19.9,21.1
A0A5F5XD94,Protein-glutamine gamma-glutamyltransferase 2 (EC 2.3.2.13) (EC 3.5.1.44) (Isopeptidase TGM2) (Protein-glutamine deamidase TGM2) (Protein-glutamine dopaminyltransferase TGM2) (Protein-glutamine histaminyltransferase TGM2) (Protein-glutamine noradrenalinyltransferase TGM2) (Protein-glutamine serotonyltransferase TGM2) (Tissue transglutaminase) (Transglutaminase-2),TGM2,22.7,20.7,21.3
A0A2I2UM78,Transglutaminase 5,TGM5,23.8,24.1,24.5
M3WF45,Thrombospondin 1,THBS1,26,24.5,24.9
A0A2I2UG29,Thrombospondin 2,THBS2,14,10,10.2
M3W148,Thrombospondin 4,THBS4,18.7,18.9,18.9
A0A5F5XNC0,Thymocyte selection associated family member 2,THEMIS2,18.8,17.9,18.4
A0A2I2UGV7,Thy-1 membrane glycoprotein (Thy-1 antigen),THY1,26.4,20,20
A0A337S209,receptor protein-tyrosine kinase (EC 2.7.10.1),TIE1,21.8,20.7,21.4
A0A337SK12,T cell immunoreceptor with Ig and ITIM domains,TIGIT,20.2,15.6,14.8
A0A2I2UP29,T cell immunoglobulin and mucin domain containing 4,TIMD4,28.1,21.2,20.7
A0A2I2U4F9,Metalloproteinase inhibitor 1 (Tissue inhibitor of metalloproteinases 1),TIMP1,22.3,21.4,23.5
M3W949,Metalloproteinase inhibitor 1 (Tissue inhibitor of metalloproteinases 1),TIMP1,23,22,23.4
A0A337SHQ6,Metalloproteinase inhibitor 2 (Tissue inhibitor of metalloproteinases 2),TIMP2,22.4,22.3,23.3
A0A2I2UAQ8,Metalloproteinase inhibitor 3 (Tissue inhibitor of metalloproteinases 3),TIMP3,21.3,19.6,19.6
A0A337SA15,Tubulointerstitial nephritis antigen,TINAG,24.6,17.2,17.2
A0A337S5K9,Tubulointerstitial nephritis antigen like 1,TINAGL1,20.7,11.4,11.2
A0A337S2N1,Triokinase/FMN cyclase (EC 2.7.1.28) (EC 2.7.1.29) (EC 4.6.1.15) (Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)),TKFC,19.8,21.5,21.5
M3X940,Triokinase/FMN cyclase (EC 2.7.1.28) (EC 2.7.1.29) (EC 4.6.1.15) (Bifunctional ATP-dependent dihydroxyacetone kinase/FAD-AMP lyase (cyclizing)),TKFC,18.8,13.5,13.2
A0A5F5Y1L1,Transketolase (EC 2.2.1.1),TKT,21.3,19.6,18.9
A0A2I2V2A4,Talin 1,TLN1,20,17.2,17.1
M3XFJ6,Transmembrane 7 superfamily member 3,TM7SF3,22.9,21.6,21.5
M3WPL3,Transmembrane and coiled-coil domains 5B,TMCO5B,19.5,12.1,12.6
A0A2I2UKF8,Transmembrane p24 trafficking protein 7,TMED7,23.3,20.2,20.9
A0A2I2UFI9,Transmembrane p24 trafficking protein 9,TMED9,16.5,16.2,15.7
M3WBR7,Transmembrane protein 102,TMEM102,14.6,15.5,14.6
M3W5X2,Transmembrane protein 106B,TMEM106B,24,13.2,15.4
A0A337S0Q7,Transmembrane protein 123,TMEM123,18,12.5,11.8
A0A5F5XDF0,Transmembrane protein 132A,TMEM132A,22,21.6,21.4
M3WP30,Transmembrane protein 132A,TMEM132A,18.2,16.3,15.7
M3WSW8,Transmembrane protein 256,TMEM256,21.1,11.5,12.5
A0A5F5XZP8,Transmembrane protein 277,TMEM277 KLK1,31.7,19,19.6
A0A5F5XRV1,Transmembrane protein 59,TMEM59,20.7,18.7,17.7
A0A2I2U348,Transmembrane protein 9,TMEM9,18.6,11.1,10.4
M3W8X2,Transmembrane serine protease 2,TMPRSS2,20.7,17.6,17.2
M3WTN0,Transmembrane serine protease 6,TMPRSS6,16.3,17.1,17.1
A0A2I2UFV7,Tenascin C,TNC,26.4,23,23.2
A0A2I2UUG3,Tenascin C,TNC,22.7,19.9,20.6
A0A2I2UQD4,TNF receptor superfamily member 11a,TNFRSF11A,20.9,18,17.6
A0A5F5XSD6,TNF receptor superfamily member 14,TNFRSF14,20.7,19.9,19
A0A2I2V223,Tumor necrosis factor receptor superfamily member 1A (Tumor necrosis factor receptor 1) (Tumor necrosis factor receptor type I) (p55) (p60),TNFRSF1A,16.9,12.6,12.8
A0A337SE86,TNF receptor superfamily member 1B,TNFRSF1B,24.4,21.4,22
A0A5F5Y208,TNF receptor superfamily member 4,TNFRSF4,18.4,17.5,17.9
A0A337SN48,TNF superfamily member 12,TNFSF12,20.8,17.5,16.9
A0A337S3S3,TNF superfamily member 13b,TNFSF13B,19.7,19.1,19.8
A0A337SCZ0,Tenascin N,TNN,19.5,14.3,14.1
M3X9A1,Triosephosphate isomerase (EC 5.3.1.1),TPI1,22.7,20,20.2
A0A2I2URE8,Tropomyosin alpha-1 chain (Alpha-tropomyosin) (Tropomyosin-1),TPM1,16.3,14.9,15.7
A0A2I2U057,Tropomyosin 3,TPM3,21.2,20.2,20.4
A0A2I2UY85,Tropomyosin 3,TPM3,18.2,18.7,19.7
A0A5F5XI45,Tropomyosin 3,TPM3,13.9,16.4,16
A0A337RXS4,Nucleoprotein TPR,TPR,23.6,22,21.6
A0A337RUS6,Triggering receptor expressed on myeloid cells like 1,TREML1,23.1,16.4,19
A0A2I2UQM8,RING-type E3 ubiquitin transferase (EC 2.3.2.27),TRIM36,21,18.6,21.3
A0A337SU32,Tumor susceptibility 101,TSG101,22.8,21.9,22.4
A0A337SC81,"Tsukushi, small leucine rich proteoglycan",TSKU,18.2,17.6,17.9
M3VUZ7,Tetraspanin,TSPAN1,23.4,20.1,18.6
A0A2I2UDW9,Tetraspanin,TSPAN3,20.5,20.2,21
A0A2I2UB49,Tetraspanin,TSPAN8,22.8,21.1,19.3
M3WPX9,Tetratricopeptide repeat protein 38,TTC38,18.1,17.9,18.2
A0A337SAI4,Titin,TTN,22.7,23.9,21.6
M3WEV9,Transthyretin,TTR,28.1,31.3,31.3
A0A337S1Z7,Protein tweety homolog,TTYH3,21.9,23.4,19.2
A0A2I2U1M4,Tubulin alpha-1A chain,TUBA1A,21.5,22.1,22.6
A0A2I2UVC7,Tubulin alpha chain,TUBA1A,20.2,18.1,18.1
A0A2I2UZ20,Tubulin alpha chain,TUBA4A,20.8,18.7,18.4
A0A2I2UXF6,Tubulin beta chain,TUBB2B,17.7,16.7,16
A0A2I2UBF3,Tubulin beta chain,TUBB4A,20.1,20,20.3
A0A5F5XDY3,Tubulin beta 4B class IVb,TUBB4B,20.4,14.6,14.2
A0A2I2UAT5,Tubulin beta chain,TUBB6,23,19.5,19.4
A0A5F5XBV5,Tubulin gamma complex associated protein 6,TUBGCP6,22.3,17.6,17.9
M3X4Y2,Twisted gastrulation BMP signaling modulator 1,TWSG1,22.4,18.7,18.8
A0A337RU81,Thioredoxin,TXN,23.1,19.8,20.7
A0A2I2V2Q8,protein disulfide-isomerase (EC 5.3.4.1),TXNDC5,17.6,16.2,17.2
A0A2I2V0W1,"Thioredoxin reductase 1, cytoplasmic (EC 1.11.1.2) (EC 1.8.1.9) (Peroxidase TXNRD1) (Thioredoxin reductase TR1)",TXNRD1,20.9,19.9,19.1
P63052,Ubiquitin-ribosomal protein eL40 fusion protein (Ubiquitin A-52 residue ribosomal protein fusion product 1) [Cleaved into: Ubiquitin; Large ribosomal subunit protein eL40 (60S ribosomal protein L40) (CEP52)],UBA52 UBCEP2,26.8,22.1,22.1
A0A2I2UFV8,E2 ubiquitin-conjugating enzyme (EC 2.3.2.23),UBE2G2,23.7,16.4,16.3
A0A337S307,E2 ubiquitin-conjugating enzyme (EC 2.3.2.23),UBE2L3,16.2,13.5,14.9
M3X7A8,Ubiquitin like 7,UBL7,20.7,13.8,14.1
M3VWB5,UDP-glucose glycoprotein glucosyltransferase 1,UGGT1,21.1,21.1,21.1
M3W230,Uromodulin,UMOD,32.3,21.1,21.2
A0A337S3Y7,Uroplakin-1b (Uroplakin Ib),UPK1B,17.2,15.1,14.8
M3WUK1,Uroplakin 2,UPK2,19.1,12,10.5
A0A5F5XVJ0,Uroplakin 3A,UPK3A,17.2,16.5,14.5
A0A5F5XS01,Ubiquitin-related modifier 1,URM1,18.1,17.5,18
A0A2I2U2G1,USH1 protein network component harmonin,USH1C,13.8,13.8,12.9
A0A5F5Y2F0,VAMP associated protein B and C,VAPB,21.5,17.6,17.5
M3WEQ2,Vasorin,VASN,26.6,20,19.7
M3WIA9,Vesicle amine transport 1,VAT1,20.8,21.1,21.4
A0A337RXZ6,Vascular cell adhesion molecule 1,VCAM1,27.8,24.2,24
M3WED4,Vascular cell adhesion molecule 1,VCAM1,25.4,20.7,20.6
A0A2I2UH10,Versican core protein (Chondroitin sulfate proteoglycan core protein 2) (Large fibroblast proteoglycan) (PG-M),VCAN,17.1,15.6,14.9
M3VW05,Transitional endoplasmic reticulum ATPase (EC 3.6.4.6) (15S Mg(2+)-ATPase p97 subunit) (Valosin-containing protein),VCP,19.6,18.8,18.2
A0A2I2UXU4,Voltage-dependent anion-selective channel protein 1,VDAC1,23.5,23.3,23.7
M3X2J1,Voltage-dependent anion-selective channel protein 2,VDAC2,23.5,19.6,20
A0A2I2V1K5,Voltage-dependent anion-selective channel protein 3,VDAC3,21,17.3,17.6
M3VYE6,Villin-1,VIL1,23.8,23,22.4
A0A2I2U8W9,Vimentin,VIM,24.1,21.4,21.7
A0A337SUD5,Vasoactive intestinal peptide receptor 1,VIPR1,19.1,14.3,14.7
A0A2I2UCX4,Very low density lipoprotein receptor,VLDLR,18,11.7,11.5
M3W8U6,Vitelline membrane outer layer 1 homolog,VMO1,26.7,21.9,21.7
A0A5F5XTH2,Vanin 1,VNN1,23.4,25,24.8
A0A2I2UUX6,Vanin 1,VNN1,24,25.5,25.6
A0A337S0D4,Vanin 1,VNN1,20.7,22.9,23
A0A5F5XLU4,Pantetheinase (EC 3.5.1.92) (Pantetheine hydrolase) (Vascular non-inflammatory molecule 1),VNN1,21.8,18.8,17.9
A0A5F5XLV1,Pantetheinase (EC 3.5.1.92) (Pantetheine hydrolase) (Vascular non-inflammatory molecule 1),VNN1,21.3,17.6,17.8
A0A337SIC4,Vacuolar protein sorting-associated protein 16 homolog,VPS16,19.4,18.3,17.2
A0A5F5XEZ3,Vacuolar protein sorting-associated protein 18 homolog,VPS18,22.2,17.2,17.4
A0A5F5XGU3,VPS18 core subunit of CORVET and HOPS complexes,VPS18,22.6,21.3,21.1
A0A2I2UFC7,Vacuolar protein-sorting-associated protein 25 (ESCRT-II complex subunit VPS25),VPS25,19,16.6,16.3
A0A5F5XWJ8,Vacuolar protein sorting-associated protein 28 homolog,VPS28,19.9,19.6,18.9
A0A337SJF6,VPS37D subunit of ESCRT-I,VPS37D,20.2,19,18.3
A0A2I2UNJ3,vesicle-fusing ATPase (EC 3.6.4.6),VPS4A,24,21.5,20.5
M3WXF7,vesicle-fusing ATPase (EC 3.6.4.6),VPS4B,21,19,19.4
A0A5F5XJU3,V-set and immunoglobulin domain containing 4,VSIG4,21.1,17.3,18
M3WEH0,V-set and transmembrane domain containing 2B,VSTM2B,20.5,15.4,16
M3XCE8,V-set and transmembrane domain containing 5,VSTM5,18.1,15.1,15.7
A0A337S1D0,Vesicle trafficking 1,VTA1,21.8,21,21.2
M3W9I5,Vitronectin,VTN,27.5,27.6,27.6
M3WSQ2,von Willebrand factor A domain-containing protein 1,VWA1,19,17.3,17.7
M3XCS6,von Willebrand factor C and EGF domains,VWCE,19.6,17.9,18.2
A0A061DD19,von Willebrand factor (vWF),VWF,22.7,22.6,22.9
A0A337S7R6,von Willebrand factor (vWF),VWF,15.8,15.7,13.5
M3W7M9,WDFY family member 4,WDFY4,15.5,14.2,14.2
A0A2I2UEP1,WD repeat domain 1,WDR1,21.7,21.7,21.8
A0A5F5XN85,WD repeat-containing protein 37,WDR37,19.9,20.2,19.6
A0A337SCH3,WAP four-disulfide core domain protein 2,WFDC2,27.9,14.7,16.2
M3W8X1,X-prolyl aminopeptidase 2,XPNPEP2,16.9,12.6,14.8
M3VVC0,Xylosyltransferase 1 (EC 2.4.2.26) (Peptide O-xylosyltransferase 1) (Xylosyltransferase I),XYLT1,20.1,14.7,14
M3VZR2,YEATS domain containing 2,YEATS2,22.4,24.1,23.8
A0A5F5XCJ6,Protein YIPF3 (YIP1 family member 3),YIPF3,28.1,16.4,17.4
M3WFK3,14-3-3 protein beta/alpha,YWHAB,20.6,19.8,21
A0A337SCS9,14-3-3 protein epsilon,YWHAE,23.4,20.2,20.5
M3VWG1,14-3-3 protein gamma,YWHAG,20.8,20.1,20.4
A0A5F5XZJ4,14-3-3 protein theta,YWHAQ,21.8,19.3,20.2
M3WVC7,14-3-3 protein zeta/delta,YWHAZ,22.5,19.7,19.3
A0A5K1VG18,14-3-3 protein zeta/delta,YWHAZ,20.2,15,14.2
A0A2I2UTC5,Zinc finger C4H2-type containing,ZC4H2,15.7,20.4,20.2
A0A5F5XBP5,Zymogen granule protein 16B,ZG16B,20.5,19.3,22.4
